,Bunny_Data,Bunnydist,Humidity,Humidity_Data,LightLevel,Light_Data,Temperature,Temperature_Data
-O1Rz3KYx_--O31t54mt,419.31189,419.31189,70.3,72.9,38.51038,18.5348,31.9,31.9
-O1RzCWYHOMc37SL8ojn,419.31189,419.31189,70.3,72.9,38.51038,18.43712,31.9,31.9
-O1RzQifs0eae80MZwUR,419.31189,419.31189,70.3,73.0,38.51038,18.43712,31.9,31.9
-O1Rzcv_Aj0GUQnG5IYo,419.31189,419.31189,70.3,73.0,38.51038,18.38828,31.9,31.9
-O1Rzs7pCeT5MRfb5zpc,419.31189,419.31189,70.3,73.0,38.51038,18.24176,31.9,31.9
-O1S-3vhZaYecNtz4e7j,419.31189,419.31189,70.3,73.0,38.51038,18.38828,31.9,31.9
-O1S-HKn1RK22vWCu6xp,419.31189,419.31189,70.3,72.9,38.51038,18.38828,31.9,32.0
-O1S-UL-QeolH7StLutO,419.31189,419.31189,70.3,72.8,38.51038,18.38828,31.9,31.9
-O1S-hvKxass2sBC-JYG,419.31189,419.31189,70.3,72.9,38.51038,18.36386,31.9,32.0
-O1S-uwFxDsdgFstF6db,419.31189,419.31189,70.3,72.9,38.51038,18.38828,31.9,32.0
-O1S06w5TSbSaxmr4M9y,419.31189,419.31189,70.3,72.8,38.51038,18.33944,31.9,32.0
-O1S0P7TSCTyp3kx7AQf,419.31189,419.31189,70.3,72.7,38.51038,18.38828,31.9,32.0
-O1S0ZiqHXYHOOZjoXyC,419.31189,419.31189,70.3,72.8,38.51038,18.38828,31.9,32.0
-O1S0m7JO_xWNv55-qUx,419.31189,419.31189,70.3,72.7,38.51038,18.38828,31.9,31.9
-O1S0z7LHsitUkSPsHIV,419.31189,419.31189,70.3,72.7,38.51038,18.4127,31.9,31.9
-O1S1FjmU5Lf0ZgM8NZm,419.31189,419.31189,70.3,72.7,38.51038,18.31502,31.9,31.9
-O1S1QKfsa-7yszqAb3s,419.31189,419.31189,70.3,72.6,38.51038,18.36386,31.9,31.9
-O1S1d87ZpNyxf2jiAcK,419.31189,419.31189,70.3,72.7,38.51038,18.55922,31.9,31.9
-O1S1pj5YvpbEIv9P5aI,419.31189,419.31189,70.3,72.6,38.51038,18.36386,31.9,31.9
-O1S23YH3aF_gWdxVrK2,419.31189,419.31189,70.3,72.5,38.51038,18.36386,31.9,31.9
-O1S2Gj8Mtmfr3F3AXqj,419.31189,419.31189,70.3,72.5,38.51038,18.46154,31.9,31.9
-O1S2T8VKk4nx-GBcMi8,419.31189,419.31189,70.3,72.6,38.51038,18.43712,31.9,31.9
-O1S2gK1XBxzEqfDVWhQ,419.31189,419.31189,70.3,72.3,38.51038,18.36386,31.9,31.9
-O1S2v7udxWdl2mAu-_V,419.31189,419.31189,70.3,72.2,38.51038,18.43712,31.9,31.9
-O1S35w9nzIY5oRrXLBP,419.31189,419.31189,70.3,72.1,38.51038,18.36386,31.9,32.0
-O1S3KwCJWA8oKNGag3B,419.31189,419.31189,70.3,72.0,38.51038,18.36386,31.9,32.0
-O1S3YMaZh6GzGcsPYud,419.31189,419.31189,70.3,71.9,38.51038,18.48596,31.9,32.1
-O1S3lRaAcoE_bpW_fQo,419.31189,419.31189,70.3,71.6,38.51038,18.63248,31.9,32.1
-O1S3yKH2E8E9fCzdrQY,419.31189,419.31189,70.3,71.7,38.51038,18.55922,31.9,32.0
-O1S4AvlMe6O0IZ3w7NG,419.31189,419.31189,70.3,71.8,38.51038,18.4127,31.9,32.0
-O1S4OwQZH0AN7xwWNMD,419.31189,419.31189,70.3,71.7,38.51038,18.51038,31.9,32.0
-O1S4djBfQJ4yeTdOzsB,419.31189,419.31189,70.3,71.7,38.51038,18.5348,31.9,32.1
-O1S4rY2ei401-4ctU3M,419.31189,419.31189,70.3,71.7,38.51038,18.48596,31.9,32.0
-O1S51JrXio2IZlHvw1l,419.31189,419.31189,70.3,71.8,38.51038,18.48596,31.9,32.0
-O1S5FKtLUzSv5zRYKJ1,419.31189,419.31189,70.3,72.0,38.51038,18.51038,31.9,32.0
-O1S5X8Gwn3QwKuQlFU_,419.31189,419.31189,70.3,71.8,38.51038,18.48596,31.9,32.0
-O1S5g7v566V9j1fPQBo,419.31189,419.31189,70.3,71.8,38.51038,18.48596,31.9,32.0
-O1S5tKh3aLAbsB3kHy1,419.31189,419.31189,70.3,71.5,38.51038,18.43712,31.9,32.1
-O1S67WVKyU9db4Z3Tpm,419.31189,419.31189,70.3,71.5,38.51038,18.68132,31.9,32.0
-O1S6L9MBB-q1pNVs-uz,419.31189,419.31189,70.3,71.5,38.51038,18.5348,31.9,32.1
-O1S6WicsJaPT6RtjxrZ,419.31189,419.31189,70.3,71.6,38.51038,18.31502,31.9,32.0
-O1S6jyLtWtANq_W8psy,419.31189,419.31189,70.3,71.4,38.51038,18.5348,31.9,32.1
-O1S6zLDj5N-vV4JzCT1,419.31189,419.31189,70.3,71.5,38.51038,18.43712,31.9,32.1
-O1S7AJsWKD3VEZg3ulZ,419.31189,419.31189,70.3,71.6,38.51038,18.6569,31.9,32.1
-O1S7O8FmdwrcSb-2V9a,419.31189,419.31189,70.3,71.6,38.51038,18.608060000000002,31.9,32.0
-O1S7a75o-LSqJsCk0Tf,419.31189,419.31189,70.3,71.5,38.51038,18.36386,31.9,32.1
-O1S7p7b9jZspquK9iWv,419.31189,419.31189,70.3,71.4,38.51038,18.5348,31.9,32.1
-O1S80KWLUN5nPgkP2Q6,419.31189,419.31189,70.3,71.3,38.51038,18.48596,31.9,32.1
-O1S8FKGWerTQxJXVvqF,419.31189,419.31189,70.3,71.4,38.51038,18.608060000000002,31.9,32.1
-O1S8SKelm6T0QYUg17d,419.31189,419.31189,70.3,71.3,38.51038,18.5348,31.9,32.1
-O1S8gkNsw-74uyZLNwL,419.31189,419.31189,70.3,71.2,38.51038,18.51038,31.9,32.2
-O1S8sKJEA6DHs27RgJm,419.31189,419.31189,70.3,71.1,38.51038,18.46154,31.9,32.2
-O1S958-Mu9xSvEvPClT,419.31189,419.31189,70.3,71.0,38.51038,18.46154,31.9,32.2
-O1S9IWU8pC6ipEq3_cm,419.31189,419.31189,70.3,71.0,38.51038,18.48596,31.9,32.1
-O1S9Wip10Xk2wyw3zQu,419.31189,419.31189,70.3,71.2,38.51038,18.43712,31.9,32.1
-O1S9iX7V-cMvYnF3WEQ,419.31189,419.31189,70.3,71.3,38.51038,18.63248,31.9,32.1
-O1S9x8W3phHA6jPYaZl,419.31189,419.31189,70.3,71.2,38.51038,18.58364,31.9,32.1
-O1SABhVDqwJYQyGGCjO,419.31189,419.31189,70.3,71.2,38.51038,18.63248,31.9,32.1
-O1SAP9idGpuPUm5QDcl,419.31189,419.31189,70.3,71.1,38.51038,18.48596,31.9,32.1
-O1SA_vMnc3AjPKXB2Kn,419.31189,419.31189,70.3,71.2,38.51038,18.4127,31.9,32.1
-O1SAnWvJALviZBEz4YR,419.31189,419.31189,70.3,71.3,38.51038,18.43712,31.9,32.0
-O1SB0vs6dNWKs3QrvCq,419.31189,419.31189,70.3,71.2,38.51038,18.63248,31.9,32.1
-O1SBEvVC_EqhxaVUV4j,419.31189,419.31189,70.3,71.1,38.51038,18.5348,31.9,32.1
-O1SBRKPNHWbteMxu3ty,419.31189,419.31189,70.3,71.1,38.51038,18.63248,31.9,32.1
-O1SBdvqo54V9X2Z-AaK,419.31189,419.31189,70.3,71.3,38.51038,18.73016,31.9,32.1
-O1SBsXgfDIBcenuPInF,419.31189,419.31189,70.3,71.1,38.51038,18.58364,31.9,32.1
-O1SC5Kc9ztfC4y4o60n,419.31189,419.31189,70.3,71.1,38.51038,18.73016,31.9,32.1
-O1SCI7JSb2zor9I8Pjy,419.31189,419.31189,70.3,71.0,38.51038,18.73016,31.9,32.2
-O1SCVk06dMYeaiRMq5t,419.31189,419.31189,70.3,70.8,38.51038,18.70574,31.9,32.2
-O1SCjAHKw_lEmJ6Zlz-,419.31189,419.31189,70.3,70.8,38.51038,18.55922,31.9,32.2
-O1SCwX4EXpSPJvXbmCW,419.31189,419.31189,70.3,70.7,38.51038,18.58364,31.9,32.2
-O1SD8Ki08YNfvNi9i5W,419.31189,419.31189,70.3,70.7,38.51038,18.58364,31.9,32.2
-O1SDNLBKM_5JINMGSZP,419.31189,419.31189,70.3,70.7,38.51038,18.36386,31.9,32.2
-O1SD_KeQzTMPihHuSY-,419.31189,419.31189,70.3,70.5,38.51038,18.75458,31.9,32.3
-O1SDmvPhmDtBnIF-qLh,419.31189,419.31189,70.3,70.6,38.51038,18.608060000000002,31.9,32.3
-O1SE-KFYr0pyc9QptMP,419.31189,419.31189,70.3,70.5,38.51038,18.63248,31.9,32.3
-O1SEDvnAKSid6QfVUdq,419.31189,419.31189,70.3,70.4,38.51038,18.51038,31.9,32.3
-O1SERvcZGGsx0GtWtlA,419.31189,419.31189,70.3,70.1,38.51038,18.5348,31.9,32.3
-O1SEgwVkTS01kJUPCRw,419.31189,419.31189,70.3,70.1,38.51038,18.58364,31.9,32.3
-O1SErYClCmo0r5_erJa,419.31189,419.31189,70.3,70.2,38.51038,18.5348,31.9,32.3
-O1SF8ws-xw-Yks83piu,419.31189,419.31189,70.3,70.5,38.51038,18.68132,31.9,32.2
-O1SFIL9OnBtjxOrJjwT,419.31189,419.31189,70.3,70.6,38.51038,18.51038,31.9,32.2
-O1SFVjLQdPxsYRE16V5,419.31189,419.31189,70.3,70.6,38.51038,18.51038,31.9,32.2
-O1SFhXSVIENavsZ2d2J,419.31189,419.31189,70.3,70.5,38.51038,18.63248,31.9,32.3
-O1SFwXDtIDf3P4chD4N,419.31189,419.31189,70.3,70.3,38.51038,18.75458,31.9,32.3
-O1SG9KEuffDsjwOPrYJ,419.31189,419.31189,70.3,70.4,38.51038,18.51038,31.9,32.2
-O1SGMY24QiRHTQNmSIy,419.31189,419.31189,70.3,70.4,38.51038,18.63248,31.9,32.3
-O1SGZiroaBo-_r1Jl5t,419.31189,419.31189,70.3,70.3,38.51038,18.75458,31.9,32.3
-O1SGoKMWFJLWGHjzE-L,419.31189,419.31189,70.3,70.3,38.51038,18.6569,31.9,32.3
-O1SGzvqOgzLkHx5zD5h,419.31189,419.31189,70.3,70.3,38.51038,18.608060000000002,31.9,32.3
-O1SHDKf7zEZShrPy-4I,419.31189,419.31189,70.3,70.3,38.51038,18.48596,31.9,32.3
-O1SHQK9RhCe47Sl3Qjx,419.31189,419.31189,70.3,70.2,38.51038,18.51038,31.9,32.3
-O1SHekOke7NEnkU4z_8,419.31189,419.31189,70.3,70.2,38.51038,18.68132,31.9,32.3
-O1SHqxSO87ILcpQfdmC,419.31189,419.31189,70.3,70.2,38.51038,18.36386,31.9,32.3
-O1SI3SGKBnFE29mbhwv,419.31189,419.31189,70.3,70.0,38.51038,18.70574,31.9,32.3
-O1SIHwbq1vxHxd_MhkD,419.31189,419.31189,70.3,69.9,38.51038,18.58364,31.9,32.4
-O1SIVXc2ZwooZZ8to-a,419.31189,419.31189,70.3,70.0,38.51038,18.63248,31.9,32.4
-O1SIgxXbcS5unx9fG-K,419.31189,419.31189,70.3,70.1,38.51038,18.73016,31.9,32.3
-O1SIv8WlsRTJcktJApd,419.31189,419.31189,70.3,70.2,38.51038,18.63248,31.9,32.3
-O1SJ7j2Zt3Ud8xokb-u,419.31189,419.31189,70.3,70.1,38.51038,18.58364,31.9,32.4
-O1SJM7yQiAvrfZaFvp7,419.31189,419.31189,70.3,70.1,38.51038,18.73016,31.9,32.3
-O1SJZ8yJxtJltrHVQBj,419.31189,419.31189,70.3,70.1,38.51038,18.58364,31.9,32.3
-O1SJlKkL7DdcS267dKi,419.31189,419.31189,70.3,70.1,38.51038,18.63248,31.9,32.3
-O1SJzkWO5mkDMQDjB_W,419.31189,419.31189,70.3,70.2,38.51038,18.73016,31.9,32.3
-O1SKCM3PbHNTS8q7EFB,419.31189,419.31189,70.3,70.2,38.51038,18.5348,31.9,32.3
-O1SKQ7uh2DSvwlxk9cy,419.31189,419.31189,70.3,70.1,38.51038,18.608060000000002,31.9,32.3
-O1SKdXfc9HYWu79hx17,419.31189,419.31189,70.3,70.2,38.51038,18.48596,31.9,32.3
-O1SKpvowHoDyf0yPdul,419.31189,419.31189,70.3,70.1,38.51038,18.5348,31.9,32.3
-O1SL3wP-kxlOA3R7Oo3,419.31189,419.31189,70.3,70.0,38.51038,18.73016,31.9,32.4
-O1SLH82LjlJYRWTmBwX,419.31189,419.31189,70.3,69.9,38.51038,18.63248,31.9,32.4
-O1SLUwkvEyPhhEsHk-6,419.31189,419.31189,70.3,69.9,38.51038,18.58364,31.9,32.4
-O1SLgjasyT2CSYh-So6,419.31189,419.31189,70.3,69.9,38.51038,18.608060000000002,31.9,32.4
-O1SLvwxZhec-0_lYO7_,419.31189,419.31189,70.3,69.9,38.51038,18.68132,31.9,32.4
-O1SM6ZUrp-s_uOzlC3C,419.31189,419.31189,70.3,70.0,38.51038,18.63248,31.9,32.4
-O1SMKYLqRd0_8-ummDK,419.31189,419.31189,70.3,69.9,38.51038,18.608060000000002,31.9,32.4
-O1SMaXi0f-ViP65Zceb,419.31189,419.31189,70.3,69.9,38.51038,18.51038,31.9,32.4
-O1SMlYup00VhX9SiYrv,419.31189,419.31189,70.3,70.0,38.51038,18.63248,31.9,32.4
-O1SMyYsFSvodbGii9vy,419.31189,419.31189,70.3,70.1,38.51038,18.51038,31.9,32.4
-O1SNBXRCNOaaXBBEtgq,419.31189,419.31189,70.3,70.0,38.51038,18.5348,31.9,32.4
-O1SNQ7_wGun6AfZjc-k,419.31189,419.31189,70.3,69.9,38.51038,18.58364,31.9,32.4
-O1SNbwZWNoc4K9-A8sz,419.31189,419.31189,70.3,69.8,38.51038,18.48596,31.9,32.5
-O1SNpLBYmNCDH7cfpIh,419.31189,419.31189,70.3,69.9,38.51038,18.63248,31.9,32.4
-O1SO28NCOwgspKXcTbE,419.31189,419.31189,70.3,69.9,38.51038,18.43712,31.9,32.4
-O1SOHjRbUn4HDuMlPaj,419.31189,419.31189,70.3,70.0,38.51038,18.779,31.9,32.4
-O1SOTLLTSF7st5DXQks,419.31189,419.31189,70.3,69.9,38.51038,18.63248,31.9,32.4
-O1SOfx9bgk23Repl8KT,419.31189,419.31189,70.3,69.8,38.51038,18.51038,31.9,32.5
-O1SOus8xQekKyqxW4cM,419.31189,419.31189,70.3,69.9,38.51038,18.70574,31.9,32.4
-O1SP6YNBUOckR-3Stmz,419.31189,419.31189,70.3,70.0,38.51038,18.51038,31.9,32.4
-O1SPK7g86cmSvIPlUEX,419.31189,419.31189,70.3,69.9,38.51038,18.608060000000002,31.9,32.4
-O1SPXLrRsVeEItpCdyw,419.31189,419.31189,70.3,69.9,38.51038,18.73016,31.9,32.4
-O1SPkjuYV_K2DS7Dlt0,419.31189,419.31189,70.3,70.0,38.51038,18.70574,31.9,32.4
-O1SQ07s6vd8z2lZM5jp,419.31189,419.31189,70.3,69.9,38.51038,18.70574,31.9,32.5
-O1SQAw98V9QWqTH0xvq,419.31189,419.31189,70.3,69.8,38.51038,18.5348,31.9,32.5
-O1SQOY2opvolryF4dru,419.31189,419.31189,70.3,69.8,38.51038,18.608060000000002,31.9,32.4
-O1SQaw5-92YvC4pycQ2,419.31189,419.31189,70.3,69.9,38.51038,18.779,31.9,32.4
-O1SQpwp66LbJI8o2vTb,419.31189,419.31189,70.3,70.0,38.51038,18.6569,31.9,32.4
-O1SR1XoJejQlBdoOadZ,419.31189,419.31189,70.3,70.1,38.51038,18.75458,31.9,32.3
-O1SRF926EfkIt-8DXSM,419.31189,419.31189,70.3,70.2,38.51038,18.63248,31.9,32.3
-O1SRSwVvm6TKvev0Rl8,419.31189,419.31189,70.3,70.1,38.51038,18.63248,31.9,32.3
-O1SRfwOiR3EQJTxASHp,419.31189,419.31189,70.3,70.0,38.51038,18.608060000000002,31.9,32.4
-O1SRtJCFAtAvseVBjX7,419.31189,419.31189,70.3,70.0,38.51038,18.608060000000002,31.9,32.4
-O1SS5YJiALt85_hGsv5,419.31189,419.31189,70.3,69.9,38.51038,18.70574,31.9,32.4
-O1SSJHO3UY9L1jBGqWV,419.31189,419.31189,70.3,69.9,38.51038,18.70574,31.9,32.4
-O1SSXwlaEVvc7etsNbI,419.31189,419.31189,70.3,69.8,38.51038,18.608060000000002,31.9,32.4
-O1SSjwAqCMuJaG3QXTB,419.31189,419.31189,70.3,70.0,38.51038,18.608060000000002,31.9,32.4
-O1SSxKlMHTw-YYULwSV,419.31189,419.31189,70.3,70.0,38.51038,18.63248,31.9,32.4
-O1STAXpXv9uJoYU3r1X,419.31189,419.31189,70.3,70.0,38.51038,18.75458,31.9,32.4
-O1STNwdzqQ2UgjSctcx,419.31189,419.31189,70.3,70.0,38.51038,18.68132,31.9,32.3
-O1STak4dyEq6gB30Nyk,419.31189,419.31189,70.3,70.1,38.51038,18.75458,31.9,32.3
-O1STox093Bo5mlSEEYi,419.31189,419.31189,70.3,70.0,38.51038,18.75458,31.9,32.4
-O1SU193l9feXCjbWsfe,419.31189,419.31189,70.3,70.0,38.51038,18.6569,31.9,32.4
-O1SUG88Fj0CU1NHirh8,419.31189,419.31189,70.3,70.1,38.51038,18.58364,31.9,32.4
-O1SUSLO946LgsprYdDY,419.31189,419.31189,70.3,70.0,38.51038,18.82784,31.9,32.4
-O1SUfKiNLl7ZFJSulr_,419.31189,419.31189,70.3,70.0,38.51038,18.80342,31.9,32.4
-O1SUsyPK0s6pHDeLLBz,419.31189,419.31189,70.3,70.1,38.51038,18.608060000000002,31.9,32.3
-O1SV5Xoo00duETFFUnL,419.31189,419.31189,70.3,70.1,38.51038,18.68132,31.9,32.3
-O1SVJ9YmsNnby5wGLzh,419.31189,419.31189,70.3,70.2,38.51038,18.73016,31.9,32.3
-O1SVWy7hEIvHyswmeAM,419.31189,419.31189,70.3,70.1,38.51038,18.608060000000002,31.9,32.3
-O1SVjAFcnk7OoamULrj,419.31189,419.31189,70.3,70.1,38.51038,18.80342,31.9,32.3
-O1SVy8tRhXYqGJZ_Xbm,419.31189,419.31189,70.3,70.3,38.51038,18.68132,31.9,32.3
-O1SWAXlBOjjKB_SJMOD,419.31189,419.31189,70.3,70.2,38.51038,18.82784,31.9,32.3
-O1SWN9MoLIBNo6QQLGu,419.31189,419.31189,70.3,70.2,38.51038,18.75458,31.9,32.3
-O1SWaYxfYsNIqp9Y_5S,419.31189,419.31189,70.3,70.4,38.51038,18.73016,31.9,32.2
-O1SWo8ZYiKg1pLM-AMW,419.31189,419.31189,70.3,70.4,38.51038,18.63248,31.9,32.3
-O1SX087ESIV89ZW2hqj,419.31189,419.31189,70.3,70.3,38.51038,18.70574,31.9,32.3
-O1SXE8w9ke8kgeUn7xi,419.31189,419.31189,70.3,70.3,38.51038,18.63248,31.9,32.3
-O1SXRkNyVNdCtrSitwI,419.31189,419.31189,70.3,70.4,38.51038,18.608060000000002,31.9,32.3
-O1SXfXrK7a8Mk9Frt16,419.31189,419.31189,70.3,70.4,38.51038,18.73016,31.9,32.3
-O1SXs8ZZSx-Bbh7F9tH,419.31189,419.31189,70.3,70.4,38.51038,18.779,31.9,32.3
-O1SY4wnO3ga5aUkndOv,419.31189,419.31189,70.3,70.3,38.51038,18.70574,31.9,32.3
-O1SYJ8Hs0MoyTH7rEBT,419.31189,419.31189,70.3,70.3,38.51038,18.75458,31.9,32.3
-O1SYWH2yDptWke0EGfk,419.31189,419.31189,70.3,70.2,38.51038,18.70574,31.9,32.3
-O1SYikokYkXC_cGMr07,419.31189,419.31189,70.3,70.2,38.51038,18.58364,31.9,32.3
-O1SYyM6usr-0Gy0mFP_,419.31189,419.31189,70.3,70.2,38.51038,18.73016,31.9,32.3
-O1SZ8wOXrp8zyPG5unV,419.31189,419.31189,70.3,70.2,38.51038,18.58364,31.9,32.3
-O1SZNLiGQFaL2l2ccnh,419.31189,419.31189,70.3,70.1,38.51038,18.73016,31.9,32.3
-O1SZ_kWI8seLmH-uTz5,419.31189,419.31189,70.3,70.2,38.51038,18.43712,31.9,32.3
-O1SZmftllZJPbqeHLX2,419.31189,419.31189,70.3,70.2,38.51038,18.73016,31.9,32.3
-O1S_0DA_6n9W-an7L19,419.31189,419.31189,70.3,70.1,38.51038,18.68132,31.9,32.3
-O1S_F915kw7xrkC64X7,419.31189,419.31189,70.3,70.1,38.51038,18.608060000000002,31.9,32.3
-O1S_RYPLKLhyahbHY5Y,419.31189,419.31189,70.3,70.2,38.51038,18.608060000000002,31.9,32.3
-O1S_djeaZBK3xmUrnsi,419.31189,419.31189,70.3,70.0,38.51038,18.70574,31.9,32.4
-O1S_s9F4pJQ_KILQEGk,419.31189,419.31189,70.3,70.0,38.51038,18.70574,31.9,32.3
-O1Sa4wXoUlUbMsfBERK,419.31189,419.31189,70.3,69.9,38.51038,18.9011,31.9,32.4
-O1SaIYTcew38lAB5y2s,419.31189,419.31189,70.3,70.1,38.51038,18.63248,31.9,32.3
-O1SaVLqBY5Rh3MWanVW,419.31189,419.31189,70.3,70.2,38.51038,18.48596,31.9,32.3
-O1Sai8XGT9q8OwRuo6R,419.31189,419.31189,70.3,70.2,38.51038,18.75458,31.9,32.3
-O1SawkVJYH9C8YXZKeZ,419.31189,419.31189,70.3,70.2,38.51038,18.73016,31.9,32.3
-O1Sb8ZQk4EOr6C2wMEs,419.31189,419.31189,70.3,70.3,38.51038,18.63248,31.9,32.3
-O1SbMMcwJjX9Iup5dBK,419.31189,419.31189,70.3,70.1,38.51038,18.85226,31.9,32.4
-O1Sb_kWdvGQWDErERe9,419.31189,419.31189,70.3,70.0,38.51038,18.608060000000002,31.9,32.4
-O1SbokKh17WoCO0Jceo,419.31189,419.31189,70.3,70.1,38.51038,18.73016,31.9,32.4
-O1Sc-9Ql-HcClr4KQMv,419.31189,419.31189,70.3,70.1,38.51038,18.75458,31.9,32.3
-O1ScDLKk_5NwEC-hBh1,419.31189,419.31189,70.3,70.3,38.51038,18.608060000000002,31.9,32.3
-O1ScQL7edEqR0YSxGr4,419.31189,419.31189,70.3,70.2,38.51038,18.80342,31.9,32.3
-O1ScekCui-R5YBvA6ma,419.31189,419.31189,70.3,70.2,38.51038,18.63248,31.9,32.3
-O1ScrM0z3OTEpyJwvq8,419.31189,419.31189,70.3,70.3,38.51038,18.779,31.9,32.3
-O1Sd3Ytb3991M6m8odK,419.31189,419.31189,70.3,70.1,38.51038,18.75458,31.9,32.4
-O1SdI94QXk2XCwYU5__,419.31189,419.31189,70.3,70.2,38.51038,18.75458,31.9,32.3
-O1SdVxe2VEcflRsQ-TG,419.31189,419.31189,70.3,70.1,38.51038,18.75458,31.9,32.4
-O1SdhM2ph3A2s8WUstw,419.31189,419.31189,70.3,70.1,38.51038,18.68132,31.9,32.4
-O1SdvMGQ-L21CkPFM2T,419.31189,419.31189,70.3,70.2,38.51038,18.608060000000002,31.9,32.4
-O1Se7Lk2TGAd8PMnDAB,419.31189,419.31189,70.3,70.2,38.51038,18.70574,31.9,32.3
-O1SeNLLuTGTpWejDsjF,419.31189,419.31189,70.3,70.3,38.51038,18.75458,31.9,32.3
-O1SeYyr3dR9LBNxA5GX,419.31189,419.31189,70.3,70.2,38.51038,18.70574,31.9,32.3
-O1Sem8delB6wadzG_ec,419.31189,419.31189,70.3,70.1,38.51038,18.779,31.9,32.4
-O1Sf1LC2L5aqbVjBDXv,419.31189,419.31189,70.3,70.2,38.51038,18.779,31.9,32.3
-O1SfCYZ584TGv9OtkBD,419.31189,419.31189,70.3,70.2,38.51038,18.68132,31.9,32.4
-O1SfQkftS0frhaLwaR3,419.31189,419.31189,70.3,70.1,38.51038,18.63248,31.9,32.4
-O1SfcYhIIwRk4MhGxFG,419.31189,419.31189,70.3,70.2,38.51038,18.75458,31.9,32.3
-O1SfrYXT_AqtPjWgn6P,419.31189,419.31189,70.3,70.3,38.51038,18.73016,31.9,32.3
-O1Sg2jiaeBxuFOyetEn,419.31189,419.31189,70.3,70.4,38.51038,18.70574,31.9,32.3
-O1SgGYH5oEMLaxUOAFY,419.31189,419.31189,70.3,70.4,38.51038,18.75458,31.9,32.3
-O1SgU8eOeGAvbfIQ7Cs,419.31189,419.31189,70.3,70.4,38.51038,18.70574,31.9,32.3
-O1SghMBiBWvPCu9E8-8,419.31189,419.31189,70.3,70.5,38.51038,18.73016,31.9,32.3
-O1SguYgOFDDq6Na4hXI,419.31189,419.31189,70.3,70.6,38.51038,18.38828,31.9,32.3
-O1Sh88Qd2QlZI7cM0rF,419.31189,419.31189,70.3,70.7,38.51038,18.68132,31.9,32.2
-O1ShKjxHHVYF5A7q312,419.31189,419.31189,70.3,70.6,38.51038,18.75458,31.9,32.3
-O1ShZx2Kg5BbaMRA3Sg,419.31189,419.31189,70.3,70.5,38.51038,18.68132,31.9,32.3
-O1Shl8f2BoRlCFXv1bX,419.31189,419.31189,70.3,70.5,38.51038,18.75458,31.9,32.3
-O1ShzBFUFE8m-3HkMaN,419.31189,419.31189,70.3,70.5,38.51038,18.63248,31.9,32.3
-O1SiCIWcJ0qjIM0lZHp,419.31189,419.31189,70.3,70.6,38.51038,18.75458,31.9,32.3
-O1SiQ9Owh1n2TPVSss3,419.31189,419.31189,70.3,70.7,38.51038,18.73016,31.9,32.3
-O1Sibwxg0VjFadtobo8,419.31189,419.31189,70.3,70.6,38.51038,18.73016,31.9,32.2
-O1Sipl_tMoTBoI_--7i,419.31189,419.31189,70.3,70.6,38.51038,18.70574,31.9,32.3
-O1Sj2ynNebeJiHnxfcb,419.31189,419.31189,70.3,70.6,38.51038,18.68132,31.9,32.3
-O1SjGkSFB4imVwHtvko,419.31189,419.31189,70.3,70.5,38.51038,18.80342,31.9,32.3
-O1SjT9IcysWZyvX5JL8,419.31189,419.31189,70.3,70.3,38.51038,18.779,31.9,32.3
-O1Sjg8emXsvqkXPHKhN,419.31189,419.31189,70.3,70.2,38.51038,18.70574,31.9,32.4
-O1SjukE4_b4RqPJjpy5,419.31189,419.31189,70.3,70.3,38.51038,18.63248,31.9,32.3
-O1Sk99g_o8npQe0hlCV,419.31189,419.31189,70.3,70.4,38.51038,18.68132,31.9,32.3
-O1SkK8l05RC7G7rNKbs,419.31189,419.31189,70.3,70.4,38.51038,18.63248,31.9,32.3
-O1SkXk7WT4-NuX3Myhv,419.31189,419.31189,70.3,70.6,38.51038,18.6569,31.9,32.2
-O1SkklFP-rUrCgW1RMN,419.31189,419.31189,70.3,70.9,38.51038,18.70574,31.9,32.1
-O1SkzZhSHEQ43eA1xhB,419.31189,419.31189,70.3,71.1,38.51038,18.73016,31.9,32.1
-O1SlBkhgR-cR0z6lvIS,419.31189,419.31189,70.3,71.0,38.51038,18.58364,31.9,32.2
-O1SlOYAto9kFQqhgApp,419.31189,419.31189,70.3,70.8,38.51038,18.779,31.9,32.2
-O1SlayfDVd156LNt7d9,419.31189,419.31189,70.3,70.5,38.51038,18.82784,31.9,32.2
-O1SlrA92mEqr9dRLWn2,419.31189,419.31189,70.3,70.5,38.51038,18.87668,31.9,32.3
-O1Sm29tXvXPQahr7RkS,419.31189,419.31189,70.3,70.5,38.51038,18.779,31.9,32.3
-O1SmFkT0dtP1tKUUNJL,419.31189,419.31189,70.3,70.5,38.51038,18.63248,31.9,32.2
-O1SmSYgydY79jKESRSj,419.31189,419.31189,70.3,70.6,38.51038,18.75458,31.9,32.2
-O1Smg9450sw3I51HOpy,419.31189,419.31189,70.3,70.6,38.51038,18.82784,31.9,32.2
-O1Smt9oiOEY8GN-qW1_,419.31189,419.31189,70.3,70.6,38.51038,18.63248,31.9,32.2
-O1Sn5YZb0DH-YgzQW_K,419.31189,419.31189,70.3,70.5,38.51038,18.68132,31.9,32.2
-O1SnJkOizxeswa0-CQX,419.31189,419.31189,70.3,70.5,38.51038,18.779,31.9,32.2
